SDFB Relationship ID,Person 1 ID,Person 2 ID,Original Confidence,Maximum Confidence,Start Year Type,Start Day,Start Month,Start Year,End Year Type,End Month,End Day,End Year
100000821,10000042,10004814,75,75,AF/IN,,,1689,BF/IN,,,1748
100000824,10000042,10006155,31,31,AF/IN,,,1698,BF/IN,,,1733
100000828,10000042,10008155,44,44,AF/IN,,,1689,BF/IN,,,1734
100000831,10000042,10008644,28,28,AF/IN,,,1689,BF/IN,,,1748
100000834,10000042,10010282,42,42,AF/IN,,,1689,BF/IN,,,1748
100000838,10000043,10001912,45,45,AF/IN,,,1519,BF/IN,,,1557
100000841,10000043,10003867,16,16,AF/IN,,,1520,BF/IN,,,1576
100000846,10000043,10012904,39,39,AF/IN,,,1546,BF/IN,,,1579
100000847,10000043,10012949,74,74,AF/IN,,,1519,BF/IN,,,1554
100000850,10000044,10006505,52,52,AF/IN,,,1697,BF/IN,,,1759
100000853,10000044,10007015,31,31,AF/IN,,,1697,BF/IN,,,1744
100000857,10000044,10012604,53,53,AF/IN,,,1698,BF/IN,,,1782
100000861,10000045,10003334,23,23,AF/IN,,,1662,BF/IN,,,1693
100000864,10000045,10004820,20,20,AF/IN,,,1669,BF/IN,,,1720
100000868,10000045,10006728,28,28,AF/IN,,,1685,BF/IN,,,1720
100000871,10000045,10008309,26,26,AF/IN,,,1662,BF/IN,,,1674
100000874,10000045,10009828,24,24,AF/IN,,,1688,BF/IN,,,1720
100000879,10000045,10012168,34,34,AF/IN,,,1674,BF/IN,,,1702
100000882,10000045,10012933,20,20,AF/IN,,,1662,BF/IN,,,1701
100000883,10000045,10013308,39,39,AF/IN,,,1662,BF/IN,,,1702
100000888,10000046,10004378,19,19,AF/IN,,,1670,BF/IN,,,1738
100000891,10000046,10004820,19,19,AF/IN,,,1670,BF/IN,,,1738
100000894,10000046,10006919,34,34,AF/IN,,,1670,BF/IN,,,1712
100000898,10000046,10009828,14,14,AF/IN,,,1688,BF/IN,,,1738
100000902,10000046,10012887,12,12,AF/IN,,,1670,BF/IN,,,1672
100000904,10000047,10010179,48,48,AF/IN,,,1652,BF/IN,,,1652
100000906,10000048,10000055,12,12,AF/IN,,,1620,BF/IN,,,1661
100000911,10000048,10004628,20,20,AF/IN,,,1620,BF/IN,,,1638
100000913,10000048,10006725,39,39,AF/IN,,,1620,BF/IN,,,1661
100000916,10000048,10012429,20,20,AF/IN,,,1631,BF/IN,,,1660
100000919,10000049,10000055,17,17,AF/IN,,,1626,BF/IN,,,1668
100000922,10000049,10000965,60,60,AF/IN,,,1645,BF/IN,,,1681
100000926,10000049,10006289,53,53,AF/IN,,,1630,BF/IN,,,1698
100000929,10000049,10006896,19,19,AF/IN,,,1626,BF/IN,,,1698
100000933,10000049,10012429,19,19,AF/IN,,,1631,BF/IN,,,1660
100000936,10000050,10004877,14,14,AF/IN,,,1585,BF/IN,,,1595
100000939,10000050,10006167,25,25,AF/IN,,,1520,BF/IN,,,1570
100000943,10000050,10010937,15,15,AF/IN,,,1564,BF/IN,,,1595
100000947,10000050,10013164,24,24,AF/IN,,,1573,BF/IN,,,1595
100000949,10000052,10000831,42,42,AF/IN,,,1620,BF/IN,,,1631
100000954,10000052,10002863,43,43,AF/IN,,,1620,BF/IN,,,1638
100000957,10000052,10003896,12,12,AF/IN,,,1620,BF/IN,,,1638
100000960,10000052,10004725,39,39,AF/IN,,,1620,BF/IN,,,1638
100000963,10000052,10006055,49,49,AF/IN,,,1620,BF/IN,,,1638
100000967,10000052,10008877,27,27,AF/IN,,,1620,BF/IN,,,1638
100000970,10000052,10011182,44,44,AF/IN,,,1620,BF/IN,,,1638
100000976,10000052,10012529,30,30,AF/IN,,,1620,BF/IN,,,1638
100000977,10000052,10012530,11,11,AF/IN,,,1620,BF/IN,,,1638
100000978,10000053,10001097,56,56,AF/IN,,,1566,BF/IN,,,1620
100000979,10000053,10003357,12,12,AF/IN,,,1566,BF/IN,,,1606
100000980,10000053,10003644,56,56,AF/IN,,,1566,BF/IN,,,1620
100000981,10000053,10008774,60,60,AF/IN,,,1566,BF/IN,,,1585
100000982,10000053,10009219,56,56,AF/IN,,,1608,BF/IN,,,1620
100000983,10000053,10010012,11,11,AF/IN,,,1577,BF/IN,,,1620
100000984,10000053,10010130,56,56,AF/IN,,,1591,BF/IN,,,1620
100000985,10000053,10011364,11,11,AF/IN,,,1566,BF/IN,,,1610
100000986,10000053,10012756,15,15,AF/IN,,,1593,BF/IN,,,1620
100001010,10000055,10001218,26,26,AF/IN,,,1646,BF/IN,,,1668
100001013,10000055,10002185,36,36,AF/IN,,,1606,BF/IN,,,1668
100001017,10000055,10003990,13,13,AF/IN,,,1586,BF/IN,,,1624
100001018,10000055,10005363,13,13,AF/IN,,,1586,BF/IN,,,1616
100001021,10000055,10006147,27,27,AF/IN,,,1632,BF/IN,,,1668
100001024,10000055,10007424,14,14,AF/IN,,,1615,BF/IN,,,1657
100001027,10000055,10009398,12,12,AF/IN,,,1586,BF/IN,,,1662
100001032,10000055,10011730,23,23,AF/IN,,,1605,BF/IN,,,1668
100001035,10000056,10000965,47,47,AF/IN,,,1645,BF/IN,,,1670
100001037,10000056,10001329,13,13,AF/IN,,,1631,BF/IN,,,1650
100001041,10000056,10002185,22,22,AF/IN,,,1631,BF/IN,,,1670
100001042,10000056,10002929,18,18,AF/IN,,,1631,BF/IN,,,1663
100001045,10000056,10009098,11,11,AF/IN,,,1631,BF/IN,,,1655
100001049,10000057,10003332,37,37,AF/IN,,,1564,BF/IN,,,1605
100001053,10000057,10005690,18,18,AF/IN,,,1587,BF/IN,,,1620
100001054,10000057,10005697,15,15,AF/IN,,,1564,BF/IN,,,1620
100001057,10000057,10010696,76,76,AF/IN,,,1580,BF/IN,,,1620
100001063,10000058,10003694,17,17,AF/IN,,,1617,BF/IN,,,1637
100001065,10000058,10004727,55,55,AF/IN,,,1603,BF/IN,,,1637
100001066,10000058,10008187,18,18,AF/IN,,,1581,BF/IN,,,1622
100001067,10000058,10011386,25,25,AF/IN,,,1581,BF/IN,,,1637
100001074,10000059,10004555,27,27,AF/IN,,,1576,BF/IN,,,1623
100001077,10000059,10009215,45,45,AF/IN,,,1576,BF/IN,,,1574
100001082,10000060,10000256,33,33,AF/IN,,,1538,BF/IN,,,1583
100001085,10000060,10000444,45,45,AF/IN,,,1537,BF/IN,,,1592
100001089,10000060,10001105,27,27,AF/IN,,,1546,BF/IN,,,1592
100001092,10000060,10001689,23,23,AF/IN,,,1554,BF/IN,,,1592
100001097,10000060,10002958,63,63,AF/IN,,,1537,BF/IN,,,1592
100001100,10000060,10003612,26,26,AF/IN,,,1537,BF/IN,,,1581
100001102,10000060,10003620,41,41,AF/IN,,,1537,BF/IN,,,1574
100001106,10000060,10004204,63,63,AF/IN,,,1537,BF/IN,,,1592
100001107,10000060,10004880,26,26,AF/IN,,,1562,BF/IN,,,1592
100001111,10000060,10005094,18,18,AF/IN,,,1548,BF/IN,,,1592
100001114,10000060,10005444,15,15,AF/IN,,,1537,BF/IN,,,1575
100001119,10000060,10007041,82,82,AF/IN,,,1578,BF/IN,,,1592
100001122,10000060,10007784,54,54,AF/IN,,,1553,BF/IN,,,1592
100001124,10000060,10007883,22,22,AF/IN,,,1537,BF/IN,,,1592
100001127,10000060,10008193,64,64,AF/IN,,,1537,BF/IN,,,1592
100001131,10000060,10009822,30,30,AF/IN,,,1537,BF/IN,,,1592
100001134,10000060,10010828,17,17,AF/IN,,,1537,BF/IN,,,1592
100001138,10000060,10011117,26,26,AF/IN,,,1564,BF/IN,,,1592
100001142,10000060,10011385,13,13,AF/IN,,,1537,BF/IN,,,1585
100001146,10000060,10011556,63,63,AF/IN,,,1565,BF/IN,,,1592
100001147,10000060,10011681,69,69,AF/IN,,,1566,BF/IN,,,1592
100001149,10000060,10012493,35,35,AF/IN,,,1577,BF/IN,,,1592
100001151,10000060,10012827,64,64,AF/IN,,,1537,BF/IN,,,1592
100001154,10000062,10003345,44,44,AF/IN,,,1681,BF/IN,,,1719
100001157,10000062,10012462,44,44,AF/IN,,,1681,BF/IN,,,1715
100001162,10000063,10005535,12,12,AF/IN,,,1560,BF/IN,,,1598
100001166,10000065,10000066,84,84,AF/IN,,,1672,BF/IN,,,1703
100001170,10000065,10000257,54,54,AF/IN,,,1672,BF/IN,,,1719
100001171,10000065,10000325,16,16,AF/IN,,,1672,BF/IN,,,1719
100001172,10000065,10000615,11,11,AF/IN,,,1675,BF/IN,,,1719
100001175,10000065,10001126,21,21,AF/IN,,,1672,BF/IN,,,1719
100001180,10000065,10001418,19,19,AF/IN,,,1694,BF/IN,,,1719
100001182,10000065,10001592,21,21,AF/IN,,,1672,BF/IN,,,1719
100001186,10000065,10001760,28,28,AF/IN,,,1672,BF/IN,,,1719
100001189,10000065,10001809,55,55,AF/IN,,,1672,BF/IN,,,1715
100001193,10000065,10002174,25,25,AF/IN,,,1672,BF/IN,,,1711
100001196,10000065,10002223,51,51,AF/IN,,,1672,BF/IN,,,1673
100001199,10000065,10002447,18,18,AF/IN,,,1672,BF/IN,,,1714
100001203,10000065,10002519,27,27,AF/IN,,,1673,BF/IN,,,1719
100001207,10000065,10002733,46,46,AF/IN,,,1672,BF/IN,,,1719
100001208,10000065,10002791,20,20,AF/IN,,,1672,BF/IN,,,1713
100001213,10000065,10003070,13,13,AF/IN,,,1672,BF/IN,,,1694
100001218,10000065,10003461,60,60,AF/IN,,,1672,BF/IN,,,1719
100001219,10000065,10003557,16,16,AF/IN,,,1690,BF/IN,,,1719
100001223,10000065,10003862,50,50,AF/IN,,,1672,BF/IN,,,1719
100001227,10000065,10004013,24,24,AF/IN,,,1672,BF/IN,,,1712
100001230,10000065,10004592,57,57,AF/IN,,,1678,BF/IN,,,1719
100001236,10000065,10005550,72,72,AF/IN,,,1672,BF/IN,,,1719
100001237,10000065,10005767,60,60,AF/IN,,,1672,BF/IN,,,1714
100001240,10000065,10005918,54,54,AF/IN,,,1672,BF/IN,,,1713
100001241,10000065,10005944,44,44,AF/IN,,,1685,BF/IN,,,1719
100001244,10000065,10006334,15,15,AF/IN,,,1672,BF/IN,,,1719
100001249,10000065,10006772,11,11,AF/IN,,,1680,BF/IN,,,1718
100001252,10000065,10006941,16,16,AF/IN,,,1672,BF/IN,,,1712
100001257,10000065,10007286,18,18,AF/IN,,,1672,BF/IN,,,1719
100001260,10000065,10007541,64,64,AF/IN,,,1672,BF/IN,,,1704
100001262,10000065,10007858,27,27,AF/IN,,,1672,BF/IN,,,1719
100001264,10000065,10007978,28,28,AF/IN,,,1693,BF/IN,,,1719
100001268,10000065,10008363,11,11,AF/IN,,,1672,BF/IN,,,1688
100001272,10000065,10008523,25,25,AF/IN,,,1699,BF/IN,,,1719
100001277,10000065,10009193,48,48,AF/IN,,,1672,BF/IN,,,1671
100001280,10000065,10009348,75,75,AF/IN,,,1679,BF/IN,,,1718
100001283,10000065,10009662,47,47,AF/IN,,,1676,BF/IN,,,1709
100001284,10000065,10009728,54,54,AF/IN,,,1672,BF/IN,,,1719
100001287,10000065,10009877,56,56,AF/IN,,,1672,BF/IN,,,1714
100001292,10000065,10010248,30,30,AF/IN,,,1672,BF/IN,,,1714
100001295,10000065,10010583,81,81,AF/IN,,,1694,BF/IN,,,1719
100001301,10000065,10010911,57,57,AF/IN,,,1687,BF/IN,,,1719
100001302,10000065,10010919,26,26,AF/IN,,,1672,BF/IN,,,1708
100001305,10000065,10011180,70,70,AF/IN,,,1672,BF/IN,,,1719
100001306,10000065,10011193,36,36,AF/IN,,,1672,BF/IN,,,1710
100001309,10000065,10011357,51,51,AF/IN,,,1699,BF/IN,,,1719
100001314,10000065,10011522,26,26,AF/IN,,,1672,BF/IN,,,1707
100001317,10000065,10011683,47,47,AF/IN,,,1672,BF/IN,,,1701
100001322,10000065,10011951,70,70,AF/IN,,,1685,BF/IN,,,1719
100001325,10000065,10012000,99,99,AF/IN,,,1682,BF/IN,,,1719
100001327,10000065,10012334,21,21,AF/IN,,,1672,BF/IN,,,1719
100001329,10000065,10012448,56,56,AF/IN,,,1698,BF/IN,,,1719
100001333,10000065,10012748,68,68,AF/IN,,,1672,BF/IN,,,1715
100001337,10000066,10001809,20,20,AF/IN,,,1635,BF/IN,,,1703
100001342,10000066,10006226,47,47,AF/IN,,,1651,BF/IN,,,1703
100001345,10000066,10006656,14,14,AF/IN,,,1690,BF/IN,,,1703
100001349,10000066,10007532,13,13,AF/IN,,,1636,BF/IN,,,1703
100001352,10000066,10009786,35,35,AF/IN,,,1632,BF/IN,,,1691
100001355,10000066,10010599,51,51,AF/IN,,,1674,BF/IN,,,1703
100001357,10000066,10010979,46,46,AF/IN,,,1632,BF/IN,,,1677
100001360,10000066,10011504,14,14,AF/IN,,,1632,BF/IN,,,1692
100001364,10000066,10012933,73,73,AF/IN,,,1633,BF/IN,,,1701
100001365,10000066,10013090,46,46,AF/IN,,,1632,BF/IN,,,1692
100001366,10000066,10013091,40,40,AF/IN,,,1661,BF/IN,,,1703
100001369,10000067,10011705,56,56,AF/IN,,,1658,BF/IN,,,1695
100001374,10000068,10006388,50,50,AF/IN,,,1548,BF/IN,,,1569
100001379,10000069,10001656,15,15,AF/IN,,,1641,BF/IN,,,1663
100001382,10000069,10003530,11,11,AF/IN,,,1641,BF/IN,,,1663
100001387,10000069,10007328,49,49,AF/IN,,,1641,BF/IN,,,1662
100001390,10000069,10011979,47,47,AF/IN,,,1641,BF/IN,,,1663
100001394,10000071,10002232,23,23,AF/IN,,,1641,BF/IN,,,1640
100001398,10000071,10011681,56,56,AF/IN,,,1587,BF/IN,,,1625
100001399,10000071,10012357,34,34,AF/IN,,,1592,BF/IN,,,1628
100001402,10000072,10002626,42,42,AF/IN,,,1552,BF/IN,,,1615
100001407,10000072,10005796,13,13,AF/IN,,,1540,BF/IN,,,1600
100001410,10000072,10011354,17,17,AF/IN,,,1563,BF/IN,,,1615
100001413,10000072,10012117,50,50,AF/IN,,,1535,BF/IN,,,1603
100001414,10000073,10000131,15,15,AF/IN,,,1632,BF/IN,,,1664
100001418,10000073,10000223,28,28,AF/IN,,,1678,BF/IN,,,1689
100001423,10000073,10001955,37,37,AF/IN,,,1622,BF/IN,,,1675
100001426,10000073,10007947,56,56,AF/IN,,,1622,BF/IN,,,1677
100001430,10000073,10010909,56,56,AF/IN,,,1652,BF/IN,,,1689
100001431,10000073,10011505,17,17,AF/IN,,,1672,BF/IN,,,1689
100001433,10000073,10011683,18,18,AF/IN,,,1633,BF/IN,,,1689
100001437,10000074,10004902,53,53,AF/IN,,,1547,BF/IN,,,1568
100001440,10000074,10010395,47,47,AF/IN,,,1540,BF/IN,,,1591
100001445,10000075,10001667,14,14,AF/IN,,,1604,BF/IN,,,1625
100001448,10000075,10005475,48,48,AF/IN,,,1555,BF/IN,,,1617
100001450,10000075,10010094,55,55,AF/IN,,,1577,BF/IN,,,1588
100001453,10000077,10002251,51,51,AF/IN,,,1520,BF/IN,,,1591
100001456,10000077,10005535,26,26,AF/IN,,,1560,BF/IN,,,1591
100001460,10000078,10000596,30,30,AF/IN,,,1566,BF/IN,,,1610
100001465,10000078,10008393,32,32,AF/IN,,,1568,BF/IN,,,1610
100001468,10000079,10005702,48,48,AF/IN,,,1687,BF/IN,,,1759
100001469,10000079,10005721,13,13,AF/IN,,,1687,BF/IN,,,1713
100001471,10000079,10008404,44,44,AF/IN,,,1687,BF/IN,,,1729
100001476,10000080,10002663,54,54,AF/IN,,,1486,BF/IN,,,1519
100001480,10000080,10004842,21,21,AF/IN,,,1486,BF/IN,,,1521
100001483,10000080,10009226,11,11,AF/IN,,,1486,BF/IN,,,1535
100001488,10000082,10003135,13,13,AF/IN,,,1676,BF/IN,,,1697
100001491,10000082,10005419,42,42,AF/IN,,,1676,BF/IN,,,1682
100001496,10000082,10013040,28,28,AF/IN,,,1691,BF/IN,,,1697
100001498,10000083,10001131,41,41,AF/IN,,,1682,BF/IN,,,1728
100001501,10000083,10002535,67,67,AF/IN,,,1682,BF/IN,,,1731
100001502,10000083,10003826,42,42,AF/IN,,,1699,BF/IN,,,1731
100001505,10000083,10004654,40,40,AF/IN,,,1682,BF/IN,,,1731
100001510,10000083,10005944,71,71,AF/IN,,,1685,BF/IN,,,1731
100001513,10000083,10006861,16,16,AF/IN,,,1682,BF/IN,,,1731
100001518,10000083,10009828,85,85,AF/IN,,,1688,BF/IN,,,1731
100001521,10000083,10010238,30,30,AF/IN,,,1691,BF/IN,,,1731
100001522,10000083,10010719,61,61,AF/IN,,,1697,BF/IN,,,1731
100001525,10000083,10011775,63,63,AF/IN,,,1685,BF/IN,,,1731
100001529,10000083,10012482,83,83,AF/IN,,,1682,BF/IN,,,1731
100001530,10000083,10013245,43,43,AF/IN,,,1690,BF/IN,,,1731
100001533,10000084,10001010,38,38,AF/IN,,,1569,BF/IN,,,1622
100001538,10000084,10002043,12,12,AF/IN,,,1586,BF/IN,,,1622
100001541,10000084,10003305,22,22,AF/IN,,,1597,BF/IN,,,1622
100001545,10000084,10005174,18,18,AF/IN,,,1569,BF/IN,,,1609
100001548,10000084,10006145,19,19,AF/IN,,,1586,BF/IN,,,1622
100001550,10000084,10006521,13,13,AF/IN,,,1608,BF/IN,,,1622
100001551,10000084,10006638,99,99,AF/IN,,,1569,BF/IN,,,1617
100001552,10000084,10006640,28,28,AF/IN,,,1569,BF/IN,,,1605
100001553,10000084,10009077,67,67,AF/IN,,,1569,BF/IN,,,1622
100001554,10000084,10009100,18,18,AF/IN,,,1569,BF/IN,,,1622
100001561,10000084,10010357,17,17,AF/IN,,,1616,BF/IN,,,1622
100001568,10000085,10002413,56,56,AF/IN,,,1671,BF/IN,,,1733
100001569,10000085,10002657,41,41,AF/IN,,,1660,BF/IN,,,1680
100001573,10000085,10005753,30,30,AF/IN,,,1660,BF/IN,,,1686
100001578,10000085,10010148,14,14,AF/IN,,,1660,BF/IN,,,1705
100001583,10000085,10012522,63,63,AF/IN,,,1678,BF/IN,,,1743
100001586,10000086,10000596,93,93,AF/IN,,,1558,BF/IN,,,1610
100001590,10000086,10003879,28,28,AF/IN,,,1558,BF/IN,,,1616
100001594,10000086,10005967,38,38,AF/IN,,,1558,BF/IN,,,1616
100001595,10000086,10005968,20,20,AF/IN,,,1610,BF/IN,,,1616
100001598,10000086,10006923,15,15,AF/IN,,,1558,BF/IN,,,1616
100001603,10000086,10008546,11,11,AF/IN,,,1564,BF/IN,,,1616
100001606,10000086,10010073,69,69,AF/IN,,,1558,BF/IN,,,1607
100001610,10000086,10010351,30,30,AF/IN,,,1558,BF/IN,,,1616
100001613,10000086,10010606,45,45,AF/IN,,,1558,BF/IN,,,1608
100001618,10000086,10012117,40,40,AF/IN,,,1558,BF/IN,,,1603
100001621,10000086,10013132,30,30,AF/IN,,,1568,BF/IN,,,1616
100001622,10000086,10013254,15,15,AF/IN,,,1558,BF/IN,,,1581
100001626,10000087,10001689,27,27,AF/IN,,,1554,BF/IN,,,1606
100001628,10000087,10008194,27,27,AF/IN,,,1556,BF/IN,,,1606
100001632,10000087,10011681,54,54,AF/IN,,,1566,BF/IN,,,1606
100001635,10000088,10001120,54,54,AF/IN,,,1670,BF/IN,,,1718
100001638,10000088,10001988,37,37,AF/IN,,,1676,BF/IN,,,1729
100001640,10000088,10002635,11,11,AF/IN,,,1670,BF/IN,,,1729
100001643,10000088,10004813,12,12,AF/IN,,,1673,BF/IN,,,1724
100001644,10000088,10004814,28,28,AF/IN,,,1682,BF/IN,,,1742
100001651,10000088,10008758,52,52,AF/IN,,,1681,BF/IN,,,1723
100001655,10000088,10010146,57,57,AF/IN,,,1670,BF/IN,,,1703
100001659,10000088,10010946,47,47,AF/IN,,,1678,BF/IN,,,1727
100001660,10000088,10011046,25,25,AF/IN,,,1673,BF/IN,,,1742
100001663,10000088,10012077,40,40,AF/IN,,,1670,BF/IN,,,1723
100001668,10000089,10004745,28,28,AF/IN,,,1699,BF/IN,,,1711
100001671,10000089,10009495,32,32,AF/IN,,,1699,BF/IN,,,1754
100001675,10000089,10012478,35,35,AF/IN,,,1699,BF/IN,,,1757
100001678,10000090,10005463,31,31,AF/IN,,,1612,BF/IN,,,1637
100001683,10000092,10000208,37,37,AF/IN,,,1568,BF/IN,,,1626
100001684,10000092,10000594,22,22,AF/IN,,,1574,BF/IN,,,1640
100001687,10000092,10000896,22,22,AF/IN,,,1610,BF/IN,,,1640
100001691,10000092,10002251,73,73,AF/IN,,,1568,BF/IN,,,1598
100001693,10000092,10002646,11,11,AF/IN,,,1576,BF/IN,,,1640
100001697,10000092,10003511,53,53,AF/IN,,,1568,BF/IN,,,1625
100001700,10000092,10004329,16,16,AF/IN,,,1568,BF/IN,,,1640
100001703,10000092,10005616,16,16,AF/IN,,,1600,BF/IN,,,1640
100001705,10000092,10006068,27,27,AF/IN,,,1568,BF/IN,,,1633
100001708,10000092,10008712,17,17,AF/IN,,,1568,BF/IN,,,1635
100001713,10000092,10009597,14,14,AF/IN,,,1598,BF/IN,,,1640
100001716,10000092,10010805,11,11,AF/IN,,,1568,BF/IN,,,1640
100001720,10000092,10011372,57,57,AF/IN,,,1568,BF/IN,,,1599
100001725,10000092,10012827,63,63,AF/IN,,,1568,BF/IN,,,1604
100001728,10000093,10003589,54,54,AF/IN,,,1670,BF/IN,,,1726
100001732,10000093,10009329,18,18,AF/IN,,,1695,BF/IN,,,1746
100001733,10000093,10009909,48,48,AF/IN,,,1670,BF/IN,,,1725
100001734,10000094,10000686,13,13,AF/IN,,,1606,BF/IN,,,1642
100001735,10000094,10003546,28,28,AF/IN,,,1606,BF/IN,,,1631
100001738,10000094,10009024,67,67,AF/IN,,,1607,BF/IN,,,1639
100001740,10000094,10011681,64,64,AF/IN,,,1606,BF/IN,,,1625
100001743,10000095,10002130,39,39,AF/IN,,,1686,BF/IN,,,1742
100001747,10000095,10003887,39,39,AF/IN,,,1694,BF/IN,,,1742
100001748,10000095,10004572,25,25,AF/IN,,,1675,BF/IN,,,1728
100001749,10000095,10005373,25,25,AF/IN,,,1677,BF/IN,,,1742
100001750,10000095,10005756,23,23,AF/IN,,,1678,BF/IN,,,1735
100001751,10000095,10006559,36,36,AF/IN,,,1693,BF/IN,,,1742
100001755,10000095,10008907,28,28,AF/IN,,,1651,BF/IN,,,1734
100001756,10000095,10009509,33,33,AF/IN,,,1694,BF/IN,,,1742
100001770,10000097,10008543,42,42,AF/IN,,,1430,BF/IN,,,1500
100001773,10000097,10009896,39,39,AF/IN,,,1459,BF/IN,,,1500
100001775,10000097,10010476,87,87,AF/IN,,,1430,BF/IN,,,1500
100001778,10000097,10010795,62,62,AF/IN,,,1484,BF/IN,,,1500
100001781,10000097,10012315,50,50,AF/IN,,,1470,BF/IN,,,1500
100001785,10000099,10002203,18,18,AF/IN,,,1636,BF/IN,,,1660
100001789,10000099,10004141,48,48,AF/IN,,,1630,BF/IN,,,1660
100001790,10000099,10004170,11,11,AF/IN,,,1616,BF/IN,,,1660
100001793,10000099,10005872,13,13,AF/IN,,,1616,BF/IN,,,1660
100001798,10000099,10010288,42,42,AF/IN,,,1616,BF/IN,,,1652
100001801,10000100,10002367,47,47,AF/IN,,,1566,BF/IN,,,1579
100001805,10000101,10003665,30,30,AF/IN,,,1546,BF/IN,,,1596
100001808,10000101,10005363,48,48,AF/IN,,,1552,BF/IN,,,1597
100001810,10000101,10009460,28,28,AF/IN,,,1551,BF/IN,,,1597
100001813,10000102,10002251,63,63,AF/IN,,,1521,BF/IN,,,1598
100001816,10000102,10002357,48,48,AF/IN,,,1521,BF/IN,,,1557
100001821,10000102,10012084,13,13,AF/IN,,,1540,BF/IN,,,1598
100001823,10000103,10004539,13,13,AF/IN,,,1559,BF/IN,,,1581
100001826,10000103,10011681,44,44,AF/IN,,,1566,BF/IN,,,1616
100001827,10000103,10012084,12,12,AF/IN,,,1543,BF/IN,,,1616
100001830,10000104,10000400,85,85,AF/IN,,,1663,BF/IN,,,1710
100001835,10000104,10000981,14,14,AF/IN,,,1648,BF/IN,,,1697
100001838,10000104,10001168,25,25,AF/IN,,,1683,BF/IN,,,1710
100001843,10000104,10001869,14,14,AF/IN,,,1665,BF/IN,,,1710
100001846,10000104,10002333,75,75,AF/IN,,,1655,BF/IN,,,1710
100001850,10000104,10002953,21,21,AF/IN,,,1686,BF/IN,,,1710
100001854,10000104,10004090,46,46,AF/IN,,,1648,BF/IN,,,1710
100001855,10000104,10004093,36,36,AF/IN,,,1684,BF/IN,,,1710
100001858,10000104,10004507,40,40,AF/IN,,,1676,BF/IN,,,1710
100001863,10000104,10005293,25,25,AF/IN,,,1652,BF/IN,,,1683
100001866,10000104,10005550,59,59,AF/IN,,,1661,BF/IN,,,1710
100001870,10000104,10006033,51,51,AF/IN,,,1659,BF/IN,,,1707
100001873,10000104,10006447,48,48,AF/IN,,,1648,BF/IN,,,1709
100001878,10000104,10006778,79,79,AF/IN,,,1671,BF/IN,,,1710
100001881,10000104,10007622,64,64,AF/IN,,,1648,BF/IN,,,1682
100001882,10000104,10007990,16,16,AF/IN,,,1648,BF/IN,,,1710
100001886,10000104,10008833,17,17,AF/IN,,,1650,BF/IN,,,1710
100001888,10000104,10008847,14,14,AF/IN,,,1655,BF/IN,,,1710
100001892,10000104,10010835,16,16,AF/IN,,,1684,BF/IN,,,1710
100001895,10000104,10011321,31,31,AF/IN,,,1671,BF/IN,,,1710
100001898,10000104,10011666,41,41,AF/IN,,,1665,BF/IN,,,1710
100001900,10000104,10011690,51,51,AF/IN,,,1662,BF/IN,,,1694
100001903,10000104,10012034,72,72,AF/IN,,,1676,BF/IN,,,1710
100001905,10000104,10012445,25,25,AF/IN,,,1648,BF/IN,,,1699
100001908,10000104,10013107,39,39,AF/IN,,,1648,BF/IN,,,1710
100001911,10000105,10002935,50,50,AF/IN,,,1500,BF/IN,,,1556
100001916,10000105,10006152,17,17,AF/IN,,,1495,BF/IN,,,1555
100001920,10000105,10007314,50,50,AF/IN,,,1503,BF/IN,,,1552
100001923,10000105,10010400,12,12,AF/IN,,,1500,BF/IN,,,1555
100001926,10000105,10012116,16,16,AF/IN,,,1537,BF/IN,,,1553
100001928,10000105,10012166,50,50,AF/IN,,,1524,BF/IN,,,1556
100001931,10000105,10012842,56,56,AF/IN,,,1488,BF/IN,,,1553
100001936,10000106,10007314,33,33,AF/IN,,,1503,BF/IN,,,1525
100001939,10000106,10011411,12,12,AF/IN,,,1486,BF/IN,,,1525
100001943,10000107,10000443,91,91,AF/IN,,,1476,BF/IN,,,1534
100001944,10000107,10000523,57,57,AF/IN,,,1476,BF/IN,,,1514
100001945,10000107,10000685,47,47,AF/IN,,,1476,BF/IN,,,1534
100001946,10000107,10001429,21,21,AF/IN,,,1476,BF/IN,,,1534
100001948,10000107,10001866,28,28,AF/IN,,,1496,BF/IN,,,1534
100001949,10000107,10001874,16,16,AF/IN,,,1476,BF/IN,,,1534
100001950,10000107,10003061,59,59,AF/IN,,,1485,BF/IN,,,1534
100001951,10000107,10003062,28,28,AF/IN,,,1540,BF/IN,,,1534
100001952,10000107,10003171,44,44,AF/IN,,,1505,BF/IN,,,1534
100001953,10000107,10004281,41,41,AF/IN,,,1476,BF/IN,,,1531
100001954,10000107,10004311,42,42,AF/IN,,,1487,BF/IN,,,1534
100001955,10000107,10004312,40,40,AF/IN,,,1525,BF/IN,,,1534
100001956,10000107,10004324,68,68,AF/IN,,,1513,BF/IN,,,1534
100001985,10000108,10004586,37,37,AF/IN,,,1503,BF/IN,,,1533
100001988,10000108,10005443,18,18,AF/IN,,,1500,BF/IN,,,1540
100001993,10000108,10005709,28,28,AF/IN,,,1500,BF/IN,,,1547
100001996,10000108,10007040,77,77,AF/IN,,,1514,BF/IN,,,1565
100001998,10000108,10007453,33,33,AF/IN,,,1532,BF/IN,,,1565
